title,Property_Address,price_month,price_week,agent_name,Agent_Number,Created_Date
5 bedroom detached house,"Turstin Drive, Fleet, Hampshire, GU51","3,995 pcm",922 pw,"Mackenzie Smith, Fleet",01252 221910,19/09/2023
4 bedroom end of terrace house,"Strahan Road, Bow, E3","4,250 pcm",981 pw,"Bairstow Eves Lettings, Bow",020 3879 9966,19/09/2023
2 bedroom flat,"Garratt Lane, Earlsfield SW18","2,340 pcm",540 pw,"Black Katz, London Bridge",020 3879 5741,19/09/2023
2 bedroom apartment,"Chatsworth House, Duchess Walk","4,750 pcm","1,096 pw","SAB - Saint Andrews Bureau Ltd, London",020 7459 4575,19/09/2023
2 bedroom apartment,"Wood Crescent, Television Centre","4,200 pcm",969 pw,"SAB - Saint Andrews Bureau Ltd, London",020 7459 4575,19/09/2023
2 bedroom apartment,"Gorsuch Place, Shoreditch","3,650 pcm",842 pw,"SAB - Saint Andrews Bureau Ltd, London",020 7459 4575,19/09/2023
2 bedroom apartment,"Rosewood Building, Cremer Street","3,500 pcm",808 pw,"SAB - Saint Andrews Bureau Ltd, London",020 7459 4575,19/09/2023
Studio flat,"Belgrave Road, Wembley, Middlesex, HA0","1,700 pcm",392 pw,"Celestial Globe, Westminster",020 7583 3111,19/09/2023
5 bedroom terraced house,"Brayards Road, Peckham, SE15","4,000 pcm",923 pw,"CKB Estate Agents, Eltham",020 3840 3964,19/09/2023
1 bedroom apartment,"Courtfield Gardens, London, SW5 0PJ, UK","3,210 pcm",741 pw,"BLUEGROUND FURNISHED APARTMENTS UK LTD, London",020 3319 6480,28/09/2023
3 bedroom apartment,"Caledonian Road, Islington King's Cross Holloway, London","3,900 pcm",900 pw,"David Astburys, London",020 3870 5045,19/09/2023
2 bedroom apartment,"Tower House, Uxbridge","1,850 pcm",427 pw,"Cameron Estate Agents, Uxbridge",01895 917837,19/09/2023
2 bedroom flat,Wimpole Street,"6,023 pcm","1,390 pw","Scraye, London",020 3834 8234,19/09/2023
1 bedroom apartment,"Tidey Apartments, East Acton Lane, W3","2,200 pcm",508 pw,"Regent Letting and Property Management, London",020 3834 8532,19/09/2023
3 bedroom ground floor flat,Pavilion Road,"14,083 pcm","3,250 pw","Scraye, London",020 3834 8234,19/09/2023
2 bedroom flat,Hayes Place,"3,987 pcm",920 pw,"Scraye, London",020 3834 8234,19/09/2023
Studio flat,"Hervey Road, London SE3","1,000 pcm",231 pw,"Maurice Louis, London",020 3907 9745,18/09/2023
2 bedroom flat,Maddox Street,"7,427 pcm","1,714 pw","Scraye, London",020 3834 8234,18/09/2023
5 bedroom flat,"Chalton Street, London, NW1","4,950 pcm","1,142 pw","OpenRent, London",020 3322 3265,18/09/2023
6 bedroom house share,"Upper High Street, Epsom, KT17",750 pcm,173 pw,"Eastons Ltd, Epsom",01372 722727,18/09/2023
5 bedroom flat,"Stockwell Green, Stockwell SW9","4,767 pcm","1,100 pw","Black Katz, London Bridge",020 3879 5741,18/09/2023
3 bedroom apartment,"Compton Street, London, EC1V","3,750 pcm",865 pw,"Hemmingfords, London",020 3840 3380,18/09/2023
5 bedroom apartment,"Prestigious Art Deco Mansion Block- Five Bedroom - Strathmore Court NW8 - (2523 Sq. Ft) - £2,020 p/w","8,753 pcm","2,020 pw","Completion Sales & Lettings Ltd, London",020 3835 5920,18/09/2023
5 bedroom apartment,"Prestigious Art Deco Mansion Block- Five Bedroom - Strathmore Court NW8 - (2362 Sq. Ft) - £1,960 p/w","8,493 pcm","1,960 pw","Completion Sales & Lettings Ltd, London",020 3835 5920,18/09/2023
2 bedroom apartment,"Poole Street, London, N1","2,750 pcm",635 pw,"IDM Estates Ltd, London",020 3910 6473,18/09/2023
3 bedroom terraced house,"Port Hall Mews, Brighton, BN1","2,000 pcm",462 pw,"OpenRent, London",020 3322 3265,18/09/2023
2 bedroom apartment,"Kennington Lane, Oval Village, SE11","3,800 pcm",877 pw,"London Property Guru, London",020 3909 6757,18/09/2023
Studio flat,"Holloway Road, London, N19","1,150 pcm
Guide Price",265 pw,"Panda Residential, London",020 8088 8099,18/09/2023
3 bedroom flat,"Great Sutton Street , Clerkenwell / Farringdon ec1v","3,978 pcm",918 pw,"Black Katz, Islington",020 3835 3598,18/09/2023
2 bedroom apartment,"Western Avenue, Perivale, Greenford, UB6","1,950 pcm",450 pw,"IDM Estates Ltd, London",020 3910 6473,18/09/2023
1 bedroom flat,"Uxbridge, UB10 0AJ #362589","1,200 pcm",277 pw,"Homes2Rent, Manchester",0161 694 7142,18/09/2023
2 bedroom apartment,"Princes House, North Street","2,000 pcm",462 pw,"Leaders Lettings, Kemptown",01273 109887,18/09/2023
3 bedroom flat,"Gower Street, WC1E","4,442 pcm","1,025 pw","Greater London Properties, Bloomsbury",020 3893 8926,18/09/2023
1 bedroom apartment,"1 twain Way , Tattenhoe , Milton Keynes , MK4","1,200 pcm",277 pw,"Elevation, Milton Keynes",01908 103259,18/09/2023
2 bedroom apartment,"Osier Lane, London, SE10","2,000 pcm",462 pw,"1st Avenue, London",020 3909 6734,27/09/2023
1 bedroom house share,"Central Avenue, Cambridge",695 pcm,160 pw,"Alexander Greens, Cambridge",01223 972785,18/09/2023
Studio flat,"Blandford Street, London, W1U","1,850 pcm",427 pw,"Sho International, Mayfair",020 3687 2937,18/09/2023
2 bedroom flat,"Bailey House, Cambridge CB1","1,850 pcm",427 pw,"Alexander Greens, Cambridge",01223 972785,18/09/2023
1 bedroom apartment,"Lockgate Road, London, SW6","2,750 pcm",635 pw,"Celestial Globe, Westminster",020 7583 3111,18/09/2023
2 bedroom flat,"Berkeley Street, London, W1J","4,117 pcm",950 pw,"OpenRent, London",020 3322 3265,18/09/2023
4 bedroom flat,"Rochester Square, Camden, NW1","3,995 pcm",922 pw,"Uni Living London, London",020 3909 3849,18/09/2023
4 bedroom flat,"Rochester Square, Camden, NW1","3,995 pcm",922 pw,"Uni Living London, London",020 3909 3849,18/09/2023
3 bedroom cottage,"Hamilton Road, East Finchley, N2","2,450 pcm",565 pw,"Jeremy Leaf & Co, North Finchley",020 3889 1538,20/09/2023
3 bedroom cottage,"Hamilton Road, East Finchley, N2","2,450 pcm",565 pw,"Jeremy Leaf & Co, East Finchley",020 3889 9180,18/09/2023
4 bedroom maisonette,"Rainham House, Bayham Place, NW1","3,995 pcm",922 pw,"Uni Living London, London",020 3909 3849,18/09/2023
3 bedroom apartment,12 Old Forge Mews LONDON W12,"2,999 pcm",692 pw,"London Capital Homes, London",020 3840 3969,18/09/2023
1 bedroom flat,Zinc Street Sugar House Island E15,"2,150 pcm",496 pw,"JLL, Stratford",020 3840 3310,18/09/2023
2 bedroom maisonette,"The Grove, Potters Bar, EN6","1,600 pcm",369 pw,"Home Counties, Potters Bar",01707 241280,18/09/2023
1 bedroom apartment,"City Road, London, EC1V","3,293 pcm",760 pw,"UKmate, London",020 3984 8345,18/09/2023
2 bedroom flat,"Hogarth Road, Earls Court","3,200 pcm",738 pw,"Pomp Properties, London",020 3840 3585,18/09/2023
Studio flat,"Penywern Road, Earls Court, London, SW5","1,863 pcm",430 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
3 bedroom apartment,"Devereux Court, Strand, London, WC2R","5,500 pcm","1,269 pw","Stirling Ackroyd Lettings, Clerkenwell",020 3889 9167,18/09/2023
Studio flat,"Penywern Road, Earls Court, London, SW5","1,820 pcm",420 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
3 bedroom flat,"St Oswalds Place, Vauxhall","2,395 pcm",553 pw,"Alex Crown Lettings & Estate Agents, Islington",020 3834 8137,18/09/2023
4 bedroom apartment,"Riverpark Court, Embankment Gardens, London, Greater London, SW3","6,500 pcm","1,500 pw","Victorstone, City Road",020 3834 7921,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,557 pcm",590 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,167 pcm",500 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,145 pcm",495 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Fulham Palace Road, Hammersmith, London, W6","1,603 pcm",370 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
1 bedroom apartment,"Skye Crescent, Bletchley, Milton Keynes, MK3",995 pcm,230 pw,"Elevation, Milton Keynes",01908 103259,26/09/2023
1 bedroom apartment,"City Road, London, EC1V","3,293 pcm",760 pw,"UKmate, London",020 3984 8345,18/09/2023
2 bedroom flat,"Hogarth Road, Earls Court","3,200 pcm",738 pw,"Pomp Properties, London",020 3840 3585,18/09/2023
Studio flat,"Penywern Road, Earls Court, London, SW5","1,863 pcm",430 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
3 bedroom apartment,"Devereux Court, Strand, London, WC2R","5,500 pcm","1,269 pw","Stirling Ackroyd Lettings, Clerkenwell",020 3889 9167,18/09/2023
Studio flat,"Penywern Road, Earls Court, London, SW5","1,820 pcm",420 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
3 bedroom flat,"St Oswalds Place, Vauxhall","2,395 pcm",553 pw,"Alex Crown Lettings & Estate Agents, Islington",020 3834 8137,18/09/2023
4 bedroom apartment,"Riverpark Court, Embankment Gardens, London, Greater London, SW3","6,500 pcm","1,500 pw","Victorstone, City Road",020 3834 7921,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,557 pcm",590 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,167 pcm",500 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Cartwright Gardens, Bloomsbury, London, WC1H","2,145 pcm",495 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"Fulham Palace Road, Hammersmith, London, W6","1,603 pcm",370 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"North Gower Street, Euston, London, NW1","2,080 pcm",480 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
Studio flat,"North Gower Street, Euston, London, NW1","1,712 pcm",395 pw,"Interlet Sales and Lettings, Kensington",020 3910 6290,18/09/2023
1 bedroom apartment,"Windsor Way, Aldershot, Hampshire, GU11","1,100 pcm",254 pw,"Mackenzie Smith, Fleet",01252 221910,18/09/2023
House share,"Gabriels Hill, Maidstone, Kent, ME15",650 pcm,150 pw,"Your Move, Maidstone",01622 232960,18/09/2023
1 bedroom house share,"Gabriels Hill, Maidstone, Kent, ME15",650 pcm,150 pw,"Your Move, Maidstone",01622 232960,18/09/2023
House share,"Gabriels Hill, Maidstone, Kent, ME15",650 pcm,150 pw,"Your Move, Maidstone",01622 232960,18/09/2023
6 bedroom semi-detached house,"Ambassador Square,Canary Wharf, London, E14","5,720 pcm","1,320 pw","Reiss Samuels, London",020 3840 3467,18/09/2023
6 bedroom house share,"Upper High Street, Epsom, KT17",650 pcm,150 pw,"Eastons Ltd, Epsom",01372 722727,18/09/2023
6 bedroom house share,"Upper High Street, Epsom, KT17",650 pcm,150 pw,"Eastons Ltd, Epsom",01372 722727,18/09/2023
6 bedroom house share,"Upper High Street, Epsom, KT17",650 pcm,150 pw,"Eastons Ltd, Epsom",01372 722727,18/09/2023
1 bedroom house share,"Upper High Street, Epsom, KT17",750 pcm,173 pw,"Eastons Ltd, Epsom",01372 722727,18/09/2023
4 bedroom penthouse,"Strathmore Court, Park Road, St Johns Wood, London, NW8","9,338 pcm","2,155 pw","eXp UK, London",03304 609968,18/09/2023
2 bedroom terraced house,"Coopers Close, London, E1","2,500 pcm",577 pw,"Upad, Coventry",020 3866 6837,18/09/2023
Studio apartment,"New Row, Covent Garden, WC2","2,232 pcm",515 pw,"Tavistock Bow, London",020 3872 0732,28/09/2023
1 bedroom house share,Pugh Place,800 pcm,185 pw,"Leaders Lettings, Southend-On-Sea",01702 967912,16/09/2023
Studio flat,"Landmark East Tower, 24 Marsh Wall, E14","2,249 pcm",519 pw,"CBRE Residential, Docklands",020 3907 3038,16/09/2023
3 bedroom flat,"Bevenden Street, Finn House Bevenden Street, N1","2,800 pcm",646 pw,"One Move Group, London",020 3840 3700,15/09/2023
2 bedroom mews house,"Barnard Mews, Clapham Junction, London, SW11","2,500 pcm",577 pw,"Century 21 London Central, Westminster",020 3869 5768,15/09/2023
1 bedroom apartment,"Colindale Gardens, London, NW9","1,900 pcm",438 pw,"London Property Guru, London",020 3909 6757,15/09/2023
3 bedroom apartment,"Albany Gardens, Colchester","1,300 pcm",300 pw,"Charles David Casson, Chelmsford",01245 945754,15/09/2023
1 bedroom flat,"Edgware Road, London, W2 1GN","3,600 pcm",831 pw,"Procuro Limited, Procuro Limited",020 8016 2832,15/09/2023
Studio flat,"Euston Road, London","2,383 pcm",550 pw,"Ultra Estates, London",020 3893 8693,15/09/2023
2 bedroom block of apartments,"The View, Staines Road West, Sunbury-On-Thames, TW16","1,700 pcm",392 pw,"Paladin, London",020 8050 0001,15/09/2023
1 bedroom flat share,BEDFORD | STUDENT | SEPTEMBER | MK41,576 pcm,133 pw,"Nest Student, Newcastle",07723 499324,15/09/2023
2 bedroom flat,"Oriental Place, Brighton","1,595 pcm",368 pw,"OCEANS PROPERTY MANAGEMENT LTD, Brighton",01273 092979,15/09/2023
2 bedroom flat,Copper Works Wharf Sugar House Island E15,"2,400 pcm",554 pw,"JLL, Stratford",020 3840 3310,15/09/2023
1 bedroom apartment,"Tower Street, Covent Garden","3,033 pcm",700 pw,"Tavistock Bow, London",020 3872 0732,15/09/2023
4 bedroom apartment,Strathmore Court NW8,"9,338 pcm","2,155 pw","Residential Land Ltd, London - Lettings",020 3840 3778,15/09/2023
2 bedroom apartment,"Hither Green Lane, Hither Green, London, SE13","1,750 pcm",404 pw,"1st Avenue, London",020 3909 6734,15/09/2023
5 bedroom house share,"Duckett Street, Stepney Green, E1","1,300 pcm",300 pw,"City Rooms, London",020 3597 6612,15/09/2023
1 bedroom apartment,"Broadway, London, SW1H","4,575 pcm","1,056 pw","Celestial Globe, Westminster",020 7583 3111,15/09/2023
1 bedroom flat,"Seymour House, London","2,167 pcm",500 pw,"Keller Williams Prime Properties, London",020 3907 3065,15/09/2023
Studio flat,"Hollingdean Road, Brighton","1,668 pcm",385 pw,"Coapt, Brighton",01273 109773,15/09/2023
Studio flat,"Hollingdean Road, Brighton","1,408 pcm",325 pw,"Coapt, Brighton",01273 109773,15/09/2023
Studio flat,"Hollingdean Road, Brighton","1,365 pcm",315 pw,"Coapt, Brighton",01273 109773,15/09/2023
3 bedroom flat,"Bolsover Street, Fitzrovia, London, W1W","4,117 pcm",950 pw,"Robert Irving Burns, London",020 3897 0863,15/09/2023
2 bedroom flat,"Circus Apartments, Canary Wharf","4,333 pcm","1,000 pw","Living Space Estate Agents, Islington",020 7354 0505,15/09/2023
Studio apartment,"Cartwright Gardens, London,  WC1H","1,971 pcm",455 pw,"Victorstone, City Road",020 3834 7921,15/09/2023
2 bedroom apartment,"Clarendon Court,  Golden Lane, Barbican, EC1Y","3,792 pcm",875 pw,"Greater London Properties, Bloomsbury",020 3893 8926,26/09/2023
1 bedroom house of multiple occupation,"Goldings Crescent, Hatfield, AL10",465 pcm,107 pw,"Lettings of London Ltd, Whetstone",020 3866 6744,15/09/2023
Studio flat,"Camden High Street, London NW1","1,795 pcm",414 pw,"Uni Living London, London",020 3909 3849,15/09/2023
1 bedroom apartment,"Regent House, North Street, Brighton","1,500 pcm",346 pw,"Stanfords Estates, Brighton",01273 109714,15/09/2023
2 bedroom flat,"Fulham Road, South Kensington, London, SW3","4,550 pcm","1,050 pw","eXp UK, London",03304 609968,15/09/2023
1 bedroom apartment,"Radnor Terrace, London, W14 8AZ, UK","3,670 pcm",847 pw,"BLUEGROUND FURNISHED APARTMENTS UK LTD, London",020 3319 6480,15/09/2023
2 bedroom flat,"Manor Park, Hither Green , London, SE13","1,500 pcm",346 pw,"Stanford Estates, Hither Green",020 3834 8664,15/09/2023
2 bedroom apartment,"Church Avenue, CHINGFORD, E4","1,600 pcm",369 pw,"DABORACONWAY, Wanstead",020 8989 1234,15/09/2023
1 bedroom apartment,"Station Road North, Egham, Surrey, TW20","1,600 pcm",369 pw,"Stirling Ackroyd Lettings, Egham - Lettings",01784 778857,15/09/2023
Studio flat,"Munden Street, London, W14","1,417 pcm",327 pw,"Jaffe Properties LTD, London",020 3879 5386,15/09/2023
1 bedroom apartment,"Trinity Tower, 28 Quadrant Walk, Canary Wharf, Isle of Dogs, London E14","2,400 pcm",554 pw,"relocate-me.co.uk, London",020 3872 5280,14/09/2023
6 bedroom terraced house,"Madras Road, CB1","3,500 pcm",808 pw,"Leaders Lettings, Cambridge",01223 972828,14/09/2023
Flat share,Chatsworth Road,971 pcm,224 pw,"Scraye, London",020 3834 8234,14/09/2023
2 bedroom apartment,"Quayside Drive, Colchester","1,200 pcm",277 pw,"Jackson & Co ltd, Colchester",01206 586134,14/09/2023
2 bedroom apartment,"Albany Gardens, Colchester","1,150 pcm",265 pw,"Jackson & Co ltd, Colchester",01206 586134,14/09/2023
2 bedroom flat,"West Street, Brighton, BN1","1,750 pcm",404 pw,"OpenRent, London",020 3322 3265,14/09/2023
2 bedroom flat,"St. Stephens Gardens, London, W2","4,247 pcm
Fixed Price",980 pw,"UKmate, London",020 3984 8345,14/09/2023
4 bedroom terraced house,"Court Way, Acton W3 0PY","3,397 pcm",784 pw,"Citydeal Estates, London",020 8896 0800,14/09/2023
2 bedroom apartment,"Herschel Street, Slough, Slough, SL1","1,950 pcm",450 pw,"Paladin, London",020 8050 0001,14/09/2023
2 bedroom apartment,"Victoria Residences, Victoria Street, Windsor, Windsor, SL4","3,500 pcm",808 pw,"Paladin, London",020 8050 0001,14/09/2023
4 bedroom semi-detached house,"Green Street, Hp11","1,600 pcm",369 pw,"Chiltern Hills, High Wycombe",01494 509216,14/09/2023
4 bedroom detached house,"Metro Central Heights, Elephant and Castle, London, SE1","4,500 pcm","1,038 pw","Davis & Gibbs Ltd, Oval",020 3910 6356,14/09/2023
Studio apartment,"Marshall Street, Carnaby, W1","2,102 pcm",485 pw,"Tavistock Bow, London",020 3872 0732,14/09/2023
Studio flat,"Carmelite Road, Harrow",800 pcm,185 pw,"Hinton & Downes, Harrow Weald",020 3873 7507,14/09/2023
1 bedroom house share,"West Riding [Double Room], Bricket Wood",650 pcm,150 pw,"Martin & Co, St. Albans",01727 224628,14/09/2023
2 bedroom apartment,"Muswell Hill, London, N10","2,903 pcm",670 pw,"Home Made, London",01202 145329,yesterday
2 bedroom apartment,"Albany Gardens, Colchester","1,150 pcm",265 pw,"Jackson & Co ltd, Colchester",01206 586134,14/09/2023
2 bedroom flat,"West Street, Brighton, BN1","1,750 pcm",404 pw,"OpenRent, London",020 3322 3265,14/09/2023
2 bedroom flat,"St. Stephens Gardens, London, W2","4,247 pcm
Fixed Price",980 pw,"UKmate, London",020 3984 8345,14/09/2023
4 bedroom terraced house,"Court Way, Acton W3 0PY","3,397 pcm",784 pw,"Citydeal Estates, London",020 8896 0800,14/09/2023
2 bedroom apartment,"Herschel Street, Slough, Slough, SL1","1,950 pcm",450 pw,"Paladin, London",020 8050 0001,14/09/2023
2 bedroom apartment,"Victoria Residences, Victoria Street, Windsor, Windsor, SL4","3,500 pcm",808 pw,"Paladin, London",020 8050 0001,14/09/2023
4 bedroom semi-detached house,"Green Street, Hp11","1,600 pcm",369 pw,"Chiltern Hills, High Wycombe",01494 509216,14/09/2023
3 bedroom house share,"Faulkner Street , Oxford ","2,600 pcm",600 pw,"Martin & Co, Oxford",01865 638808,14/09/2023
4 bedroom detached house,"Metro Central Heights, Elephant and Castle, London, SE1","4,500 pcm","1,038 pw","Davis & Gibbs Ltd, Oval",020 3910 6356,14/09/2023
Studio apartment,"Marshall Street, Carnaby, W1","2,102 pcm",485 pw,"Tavistock Bow, London",020 3872 0732,14/09/2023
Studio flat,"Carmelite Road, Harrow",800 pcm,185 pw,"Hinton & Downes, Harrow Weald",020 3873 7507,14/09/2023
1 bedroom house share,"West Riding [Double Room], Bricket Wood",650 pcm,150 pw,"Martin & Co, St. Albans",01727 224628,14/09/2023
1 bedroom flat,"Bedford Place, Brighton, BN1","1,600 pcm",369 pw,"Brices, Hove",01273 776633,14/09/2023
1 bedroom house of multiple occupation,"Goldings Crescent, Hatfield, AL10",650 pcm,150 pw,"Lettings of London Ltd, Whetstone",020 3866 6744,14/09/2023
1 bedroom house of multiple occupation,"Goldings Crescent, Hatfield, AL10",650 pcm,150 pw,"Lettings of London Ltd, Whetstone",020 3866 6744,14/09/2023
4 bedroom end of terrace house,"Stockwell Park Road, London, SW9","4,500 pcm","1,038 pw","Davis & Gibbs Ltd, Oval",020 3910 6356,14/09/2023
Studio flat,"Warren Court, Warren Street, Fitzrovia, London, NW1","2,383 pcm",550 pw,"Victorstone, City Road",020 3834 7921,14/09/2023
2 bedroom apartment,"St George's Square, SW1V, London","3,250 pcm",750 pw,"Hello Neighbour, London",020 3909 7829,14/09/2023
Studio flat,"Buckland Crescent, London, Belsize Park, London, NW3","1,581 pcm",365 pw,"Victorstone, City Road",020 3834 7921,14/09/2023
2 bedroom end of terrace house,"Greenleaf Court, Eton Road, Datchet, SL3","1,550 pcm",358 pw,"Oakwood Estates, Datchet",01753 387396,14/09/2023
1 bedroom flat,"Georgette Apartments, E1","2,383 pcm",550 pw,"One Move Group, London",020 3840 3700,14/09/2023
2 bedroom apartment,"Alderney Place, Shenley Brook End, Milton Keynes, MK5",950 pcm,219 pw,"Elevation, Milton Keynes",01908 103259,14/09/2023
7 bedroom terraced house,"Lyndhurst Grove, London, SE15","5,000 pcm","1,154 pw","Winkworth, Forest Hill & New Cross",020 3879 5242,13/09/2023
8 bedroom terraced house,"Lyndhurst Grove, London, SE15","5,500 pcm","1,269 pw","Winkworth, Forest Hill & New Cross",020 3879 5242,13/09/2023
4 bedroom maisonette,"Trundley's Terrace, Surrey Quays, SE8","3,597 pcm",830 pw,"Chanin Estates, London",020 3907 2608,28/09/2023
Studio flat,Fitzrovia,"2,383 pcm",550 pw,"Greenstone Residential, St. Johns Wood",020 3834 8600,13/09/2023
1 bedroom apartment,"Balcombe Street, Marylebone, London, NW1","2,448 pcm",565 pw,"Kubie Gold Associates, London",020 3834 8585,13/09/2023
1 bedroom flat,"Nightingale House, Stockwell","1,729 pcm",399 pw,"Outlet Residential, London",020 3869 0902,13/09/2023
4 bedroom flat,"London, Greater London, SE8","3,000 pcm",692 pw,"Kallars, London",020 3835 4661,13/09/2023
1 bedroom house share,Room in High Wycombe,795 pcm,183 pw,"haart, Maidenhead",01628 965571,13/09/2023
1 bedroom flat share,"Queensgate House  Hereford Road    (Mile End ), London, E3","1,083 pcm",250 pw,"Apartment Wharf, London",05600 650598,13/09/2023
2 bedroom apartment,"Sharpthorne Court, Cheapside, Brighton, BN1","1,750 pcm",404 pw,"Winkworth, Hove",01273 063365,13/09/2023
1 bedroom house share,"Nettles Terrace, Guildford",630 pcm,145 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
4 bedroom semi-detached house,"Nettles Terrace, Guildford","3,500 pcm",808 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
1 bedroom house share,"Nettles Terrace, Guildford",720 pcm,166 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
1 bedroom house share,"Nettles Terrace, Guildford",680 pcm,157 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
1 bedroom house share,"Nettles Terrace, Guildford",750 pcm,173 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
1 bedroom house share,"East Street, Brighton","1,350 pcm",312 pw,"Stanfords Estates, Brighton",01273 109714,13/09/2023
1 bedroom house share,"Nettles Terrace, Guildford",720 pcm,166 pw,"Kings Estates, Guildford",01483 967900,13/09/2023
2 bedroom apartment,"Newport Court, LONDON","3,033 pcm",700 pw,"Barnard Marcus Lettings, Covent Garden Lettings",020 3869 5311,13/09/2023
3 bedroom flat,Jurston Court,"3,194 pcm",737 pw,"1 Ability Estate Agents, London",020 3910 6304,13/09/2023
3 bedroom flat,Regina Court,"3,198 pcm",738 pw,"1 Ability Estate Agents, London",020 3910 6304,13/09/2023
3 bedroom flat,"Villiers Road, Willesden Green, NW2","3,497 pcm",807 pw,"Heathgate, London",020 3897 0935,13/09/2023
2 bedroom apartment,"Oval Road, London, Greater London, NW1","4,767 pcm","1,100 pw","Benjamin Stevens, Edgware",020 3893 8927,13/09/2023
2 bedroom apartment,"80 Back Church Lane, Twyne House Apartment, Aldgate, London","3,250 pcm",750 pw,"Foundation Estate Agents, London",020 3889 9191,13/09/2023
2 bedroom apartment,"80 Back Church Lane, Twyne House Apartments, London","3,000 pcm",692 pw,"Foundation Estate Agents, London",020 3889 9191,13/09/2023
1 bedroom house share,Red Brick House – Student Room in shared apartment - Town Centre/Next to University of Bedfordshire,565 pcm,130 pw,"Leaders Lettings, Luton",01582 377674,13/09/2023
1 bedroom flat,"Western Circus, London, W3 ","2,150 pcm",496 pw,"Rainbow Reid, London",020 8154 5525,13/09/2023
1 bedroom flat,"Garraway Apartments, Acton, W3 ","2,150 pcm",496 pw,"Rainbow Reid, London",020 8154 5525,13/09/2023
4 bedroom terraced house,"Meadow Place, Vauxhall, SW8","4,300 pcm",992 pw,"Davis & Gibbs Ltd, Oval",020 3910 6356,27/09/2023
5 bedroom apartment,"Park Road, St Johns Wood, London, NW8","8,493 pcm","1,960 pw","Pastor Real Estate, Mayfair",020 3872 3719,12/09/2023
4 bedroom semi-detached house,"Norval Road, Wembley, HA0","3,200 pcm",738 pw,"OpenRent, London",020 3322 3265,12/09/2023
1 bedroom flat,"Sidney Street, Georgette Apartments, E1","2,383 pcm",550 pw,"One Move Group, London",020 3840 3700,12/09/2023
2 bedroom flat,"Huntley Street, London, WC1E","3,900 pcm",900 pw,"One Move Group, London",020 3840 3700,12/09/2023
1 bedroom flat,"Ballarat House, London, W13","1,850 pcm",427 pw,"One Move Group, London",020 3840 3700,12/09/2023
2 bedroom flat,"Churchill Gardens, Gilbert House Churchill Gardens, SW1V","2,500 pcm",577 pw,"One Move Group, London",020 3840 3700,12/09/2023
1 bedroom apartment,"Rydal Gardens, Wembley",950 pcm,219 pw,"Hamilton Estates, Wembley",020 8385 1221,12/09/2023
2 bedroom apartment,"Catalpa Court, Hither Green Lane, London, SE13","1,700 pcm",392 pw,"1st Avenue, London",020 3909 6734,12/09/2023
2 bedroom apartment,"Pelham Court, SW3","4,550 pcm","1,050 pw","Still Life Residential, London",020 3005 9920,12/09/2023
3 bedroom apartment,"Percy Road, Shepherds Bush, W12","3,300 pcm",762 pw,"Stirling Ackroyd Lettings, Brook Green - Lettings",020 3869 5072,12/09/2023
3 bedroom apartment,"Caelum Drive, Colchester","1,400 pcm",323 pw,"Jackson & Co ltd, Colchester",01206 586134,12/09/2023
2 bedroom apartment,"Courtfield Gardens, SW5","6,002 pcm","1,385 pw","Shaws Kensington, Kensington",020 3879 0960,12/09/2023
5 bedroom flat,"Strathmore Court, 143 Park Road, St John's Wood, London, NW8 7HY","8,493 pcm","1,960 pw","Monreal Shaw, London",020 3905 1752,12/09/2023
5 bedroom terraced house,"Buckhurst Hill, Buckhurst Hill, IG9","3,200 pcm",738 pw,"Knightons Estate Agents, Buckhurst Hill",020 3834 8540,12/09/2023
5 bedroom flat,New Road,325 pcm,75 pw,"StudentTenant, Canterbury",03337 720618,12/09/2023
