Created_Date,Property_Type,Property_Address,Number_of_bedroom(s),Price_Month,Price_Week,Agent_Name,Agent_Location,Agent_Number
12/09/2023,Apartment,"Battersea Reach, Wandsworth Sw18",3,3900,900,H&G Property,London,020 3909 6460
12/09/2023,Flat,"Barleycorn Way, London, E14",3,2950,681,Exp Uk,London,03304 609968
11/09/2023,Flat,"Western Avenue, Perivale, Greater London, Ub6",2,1950,450,Idm Estates Ltd,London,020 3910 6473
11/09/2023,Flat,"Nottingham Place, London, Greater London, W1U",1,5417,1250,Benjamin Stevens,Edgware,020 3893 8927
11/09/2023,Property,"The Nova Building, 79 Buckingham Palace Road, Victoria, Sw1W",2,8450,1950,Carter Jonas Lettings,Mayfair,020 3835 3527
11/09/2023,Duplex,"Sussex Place, New Malden",3,2450,565,Seoul Residential,New Malden,020 3910 6053
11/09/2023,Apartment,"Prospect Court, The Broadway, Farnham Common, Sl2",2,1375,317,Hilton King & Locke,Farnham Common,01753 362500
11/09/2023,Cottage,"Spring Lane , Farnham Common , Sl2",2,1575,363,Hilton King & Locke,Farnham Common,01753 362500
11/09/2023,Flat,"Maddox Street, London, W1S",1,5235,1208,Eson2,London,020 4538 8807
11/09/2023,Flat,"Maddox Street, London, W1S",1,5235,1208,Eson2,London,020 4538 8807
11/09/2023,Apartment,"Crisp Road, London, W6",2,3580,826,Celestial Globe,Westminster,020 7583 3111
28/09/2023,Apartment,"William Iv Street, Covent Garden, Wc2",1,2708,625,Tavistock Bow,London,020 3872 0732
11/09/2023,Property,"The Nova Building, 79 Buckingham Palace Road, Victoria, Sw1W",2,8450,1950,Carter Jonas Lettings,Mayfair,020 3835 3527
11/09/2023,Duplex,"Sussex Place, New Malden",3,2450,565,Seoul Residential,New Malden,020 3910 6053
11/09/2023,Apartment,"Prospect Court, The Broadway, Farnham Common, Sl2",2,1375,317,Hilton King & Locke,Farnham Common,01753 362500
11/09/2023,Cottage,"Spring Lane , Farnham Common , Sl2",2,1575,363,Hilton King & Locke,Farnham Common,01753 362500
11/09/2023,Flat,"Maddox Street, London, W1S",1,5235,1208,Eson2,London,020 4538 8807
11/09/2023,Flat,"Maddox Street, London, W1S",1,5235,1208,Eson2,London,020 4538 8807
11/09/2023,Apartment,"Crisp Road, London, W6",2,3580,826,Celestial Globe,Westminster,020 7583 3111
11/09/2023,Flat,"Imperial Drive, Harrow",1,1400,323,Flagstones Property Group,Northwood,020 8016 0527
11/09/2023,Flat,"Lexden Road, London, W3",4,4030,930,Ukmate,London,020 3984 8345
11/09/2023,Flat,"Lexden Road, London, W3",3,3202,739,Ukmate,London,020 3984 8345
11/09/2023,Flat,"Berkeley Street, Mayfair",2,4117,950,Pomp Properties,London,020 3840 3585
11/09/2023,Apartment,"Paddington Street, W1U",2,4333,1000,Ec Residential Ltd,London,020 3834 8501
11/09/2023,Apartment,"Paddington Street, W1U",2,5200,1200,Ec Residential Ltd,London,020 3834 8501
11/09/2023,Apartment,"Paddington Street, W1U",2,3683,850,Ec Residential Ltd,London,020 3834 8501
11/09/2023,Apartment,"Paddington Street, W1U",2,5633,1300,Ec Residential Ltd,London,020 3834 8501
11/09/2023,Apartment,"Casson Square, Southbank Place, Se1",2,6000,1385,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
11/09/2023,Detached House,"Coldharbour Road, Woking, Gu22",4,2200,508,Openrent,London,020 3322 3265
11/09/2023,Apartment,"Lane, London, Sw6",2,4325,998,Celestial Globe,Westminster,020 7583 3111
29-09-2023,Apartment,"Madison, Wembley Park, Ha9",2,2842,656,Home Made,London,01202 145329
11/09/2023,Apartment,"Ballantyne Drive, Colchester",2,1200,277,Jackson & Co Ltd,Colchester,01206 586134
11/09/2023,Flat,"Selway House, London Sw8",3,2999,692,Residential Realtors,London,020 3834 8384
10/09/2023,Triplex,"Hazellville Road, Archway, N19",6,5699,1315,Niche Estates,London,020 3970 4142
09/09/2023,House Share,"Keynes Road, Cambridge",1,1095,253,Alexander Greens,Cambridge,01223 972785
09/09/2023,Flat,"Davenport Road, Catford, London, Se6",2,1700,392,Stanford Estates,Catford,020 3834 8672
09/09/2023,Terraced House,"Dovet Court, Mursell Estate, London, Sw8",3,2799,646,Residential Realtors,London,020 3834 8384
09/09/2023,Apartment,"Keats Apartments, Saffron Central Square, Croydon, Cr0",1,1475,340,1St Avenue,Surrey,020 3834 8042
09/09/2023,Apartment,"Pinnacle Apartments, 11 Saffron Central Square, Croydon, Cr0",1,1425,329,1St Avenue,Surrey,020 3834 8042
09/09/2023,Apartment,"Pinnacle Apartments, Saffron Central Square, Croydon, Cr0",1,1450,335,1St Avenue,Surrey,020 3834 8042
09/09/2023,Apartment,"Pinnacle Apartments, Saffron Central Square, Croydon, Cr0",1,1500,346,1St Avenue,Surrey,020 3834 8042
09/09/2023,Apartment,"Faraday Lodge, Renaissance Walk, London, Se10",1,1650,381,1St Avenue,London,020 3909 6734
09/09/2023,Apartment,"Bernhard Baron House, 71 Henriques Street, London, E1",1,1725,398,1St Avenue,London,020 3909 6734
08/09/2023,Apartment,"Hackney Road, London E2",1,1900,438,Elkay Properties,London,020 3835 3764
08/09/2023,Penthouse,"Albany Gardens, Colchester",5,3250,750,Jackson & Co Ltd,Colchester,01206 586134
08/09/2023,House Share,"Mill Road, Cambridge, Cb1",1,795,183,Belvoir,Cambridge,01223 972811
08/09/2023,Semi-Detached House,"Ghyll Road, Heathfield, Tn21",3,1250,288,Abbott & Abbott,Bexhill On Sea,01424 619116
08/09/2023,Apartment,"Mercer Street, Covent Garden, Wc2",2,3878,895,Tavistock Bow,London,020 3872 0732
08/09/2023,Apartment,"Waterside Lane, Colchester",3,1950,450,Jackson & Co Ltd,Colchester,01206 586134
28/09/2023,Apartment,"Courtfield Gardens, London, Sw5 0Pj, Uk",1,3210,741,Blueground Furnished Apartments Uk Ltd,London,020 3319 6480
08/09/2023,Flat,"New North Street, Wc1N",2,2850,658,Portico,Bloomsbury,020 3840 3457
08/09/2023,Semi-Detached House,"Old Heath Road, Colchester, Co2",5,2000,462,Beresfords Lettings,Colchester,01206 586081
08/09/2023,Detached House,"Hope Grant'S Road, Wellesley, Aldershot, Hampshire, Gu11",4,2500,577,Prospect Estate Agency,Aldershot,01252 986467
08/09/2023,Terraced House,"Elmstead Road, Colchester, Essex, Co4",5,2500,577,Saxons Estate Agents,Colchester,01206 586094
08/09/2023,Apartment,"Parkside Court, Waterside Heights, London, E16",2,2496,576,Johns&Co,Royal Wharf,020 3840 3573
08/09/2023,Apartment,"Fulham Road, Fulham, London, Sw3",2,5742,1325,Jonathan Arron Residential,London,020 3909 6461
08/09/2023,Flat,Cleveland Street,1,3358,775,Scraye,London,020 3834 8234
08/09/2023,Flat,Maddox Street,1,5235,1208,Scraye,London,020 3834 8234
08/09/2023,Flat,Maddox Street,1,5235,1208,Scraye,London,020 3834 8234
08/09/2023,Terraced House,"Hayes Walk, Potters Bar, En6",2,1750,404,Home Counties,Potters Bar,01707 241280
08/09/2023,Ground Floor Flat,Denyer Street,3,41167,9500,Scraye,London,020 3834 8234
08/09/2023,House,"Heronfield, Englefield Green, Egham, Surrey, Tw20",1,1300,300,Your Move,Egham,01784 777967
07/09/2023,Apartment,Strathmore Court Nw8,5,8493,1960,Residential Land Ltd,London - Lettings,020 3840 3778
07/09/2023,Apartment,"Parr'S Way, London, W6",2,4250,981,Cow & Co,London,020 3909 6649
07/09/2023,Flat,"Union Street, Kingston Upon Thames, Kt1",2,1750,404,Leaders Lettings,Kingston Upon Thames,020 3907 9782
07/09/2023,Apartment,"Nuttall Street, Hackney",3,3200,738,Accommodation.Co.Uk,Covering National,03300 533848
07/09/2023,Flat,"Handforth Road, Oval, Sw9",2,2650,612,Davis & Gibbs Ltd,Oval,020 3910 6356
07/09/2023,Apartment,"Fulham Road, Fulham, London, Sw3",2,4550,1050,Jonathan Arron Residential,London,020 3909 6461
26/09/2023,Terraced House,"Claylands Road, London, Sw8",4,4199,969,Davis & Gibbs Ltd,Oval,020 3910 6356
07/09/2023,Apartment,Carrara Tower 1 Bollinder Place London Ec1V,2,4983,1150,London Capital Homes,London,020 3840 3969
07/09/2023,Flat,Edgware Road,2,3142,725,Scraye,London,020 3834 8234
07/09/2023,Ground Maisonette,"Harding Road, Bexleyheath, Da7",2,1500,346,Re/Max Select,Bexleyheath,020 8304 4010
07/09/2023,Ground Floor Flat,Old Brompton Road,1,5157,1190,Scraye,London,020 3834 8234
07/09/2023,Detached House,"Station Road, Steeple Morden, Royston",4,8500,1962,Putterills,Hitchin,01462 415771
07/09/2023,Flat,"Mccoid Way , Borough  Se1",1,1950,450,Black Katz,London Bridge,020 3879 5741
07/09/2023,Flat,"Prince Of Wales Road, Kentish Town Nw5",3,3298,761,Olivers Town,Kentish Town - Lettings,020 3835 3421
07/09/2023,Apartment,"Carrick House, Royal Wharf, London, E16",1,2000,462,Waterfronts,London,020 3835 3031
07/09/2023,Flat,"Wellesley Road, Croydon, London, Cr0",1,1550,358,The Quarters,Croydon,020 3869 0870
07/09/2023,End Of Terrace House,"Shellfield Close, Staines-Upon-Thames",1,1150,265,S J Smith Estate Agents,Ashford,01784 778138
07/09/2023,Apartment,"Cleveland Road, Uxbridge",1,1250,288,Andrews Residential,Hillingdon - Crescent Parade,01895 545995
07/09/2023,Semi-Detached House,"Woking Road, Guildford, Surrey, Uk, Gu1",4,2300,531,Stirling Ackroyd Lettings,Guildford,01483 967751
07/09/2023,Semi-Detached House,"Madrid Road, London, Sw13",8,7500,1731,Cow & Co,London,020 3909 6649
07/09/2023,Flat,"Borrowdale, Robert Street, Nw1",3,3495,807,Uni Living London,London,020 3909 3849
07/09/2023,House Share,Warwick Avenue Bedford Mk40,1,615,142,Rentanyproperty.Co.Uk,Bedfordshire,020 3834 8158
07/09/2023,Detached House,"Meadow Place, London, Sw8",3,3300,762,Openrent,London,020 3322 3265
06/09/2023,Flat,"Wesley House, Brompton, Gillingham, Me7",2,1700,392,Openrent,London,020 3322 3265
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",2,2500,577,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Thomas Layton Way, Brentford, Middlesex, Tw8",2,2375,548,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",1,2050,473,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",2,2400,554,Apo,Kew Bridge,020 3910 6585
06/09/2023,End Of Terrace House,"Lambourn Chase, Radlett,  Radlett, Wd7",2,1800,415,Moonline Property,London,020 3910 0794
29-09-2023,Apartment,"Alameda, Wembley Park, Ha9",1,2204,509,Home Made,London,01202 145329
07/09/2023,Semi-Detached House,"Woking Road, Guildford, Surrey, Uk, Gu1",4,2300,531,Stirling Ackroyd Lettings,Guildford,01483 967751
07/09/2023,Semi-Detached House,"Madrid Road, London, Sw13",8,7500,1731,Cow & Co,London,020 3909 6649
07/09/2023,Flat,"Borrowdale, Robert Street, Nw1",3,3495,807,Uni Living London,London,020 3909 3849
07/09/2023,House Share,Warwick Avenue Bedford Mk40,1,615,142,Rentanyproperty.Co.Uk,Bedfordshire,020 3834 8158
07/09/2023,Detached House,"Meadow Place, London, Sw8",3,3300,762,Openrent,London,020 3322 3265
06/09/2023,Flat,"Wesley House, Brompton, Gillingham, Me7",2,1700,392,Openrent,London,020 3322 3265
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",2,2500,577,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Thomas Layton Way, Brentford, Middlesex, Tw8",2,2375,548,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",1,2050,473,Apo,Kew Bridge,020 3910 6585
06/09/2023,Apartment,"Lionel Road South, Brentford, Middlesex, Tw8",2,2400,554,Apo,Kew Bridge,020 3910 6585
06/09/2023,End Of Terrace House,"Lambourn Chase, Radlett,  Radlett, Wd7",2,1800,415,Moonline Property,London,020 3910 0794
06/09/2023,House Share,"Colney Hatch Lane, Muswell Hill",1,800,185,Tony Alan Estates,London,020 3834 8169
06/09/2023,Cluster House,"The Meadows, Flitwick, Mk45",2,900,208,Country Properties,Flitwick,01525 309872
06/09/2023,Flat,"Mintern Street, Hoxton / Islington N1",2,3501,808,Black Katz,Islington,020 3835 3598
06/09/2023,Flat,"Sundew Avenue, London, W12",1,1650,381,Nathan Andrews Estates,London,020 3889 9140
06/09/2023,Apartment,"Mulberry House, Kingsway, Kingsway Wc2B",2,3900,900,Barnard Marcus Lettings,Covent Garden Lettings,020 3869 5311
06/09/2023,Flat,"Back Church Lane, London",2,3683,850,Foundation Estate Agents,London,020 3889 9191
06/09/2023,Apartment,"80 Back Church Lane, Twyne House , London, E1 1Lf",2,3683,850,Foundation Estate Agents,London,020 3889 9191
06/09/2023,Flat,"Wastdale Road, Foresthill, London",2,1750,404,Quicklister,Nationwide,020 3910 6577
06/09/2023,Flat,"Hallam Court, 
77 Hallam Street, W1W",2,4500,1038,Chestertons Estate Agents,Hyde Park Lettings,020 3873 8385
06/09/2023,Apartment,"Western Gateway, London, E16",2,2500,577,Edwards & Plumb Property Management Limited,Sidcup,020 3376 7882
06/09/2023,Apartment,Sail House,2,1275,294,Jackson & Co Ltd,Colchester,01206 586134
06/09/2023,Apartment,"Bezier Apartments, City Road, Old Street, Shoreditch, London, Ec1Y",1,2817,650,Relocate-Me.Co.Uk,London,020 3872 5280
29-09-2023,Flat,"Repton Gardens, Wembley Park, Ha9",2,2755,636,Home Made,London,01202 145329
05/09/2023,Apartment,"Chartwell House, 4 Palmer Road London, Sw11",1,3250,750,London Capital Homes,London,020 3840 3969
05/09/2023,Apartment,Carrara Tower 1 Bollinder Place London Ec1V,2,5200,1200,London Capital Homes,London,020 3840 3969
05/09/2023,Terraced House,"Grove Green Road, London, E11",4,2899,669,Claremont Estates,Whitechapel,020 3910 6061
05/09/2023,Terraced House,"Staveley Close, N7",5,4695,1083,Uni Living London,London,020 3909 3849
05/09/2023,Apartment,"Greenroof Way, London, Se10",3,2750,635,1St Avenue,London,020 3909 6734
05/09/2023,House Share,"Warwick Road, London E15 4Jz",1,850,196,Greens,London - Lettings,020 3909 6787
05/09/2023,Apartment,"Juniper Drive, London, Sw18",2,3100,715,Celestial Globe,Westminster,020 7583 3111
05/09/2023,House,"Exchange Point  Loampit Vale, London, London",1,2015,465,Hybr,London,020 3966 4594
05/09/2023,Flat,"Leith Mansions, Maida Vale, London W9",4,4398,1015,Dendrow,Maida Vale,020 3907 6686
05/09/2023,Flat,"Fulham Road, London, Sw3",1,3900,900,Breteuil,London,020 3909 6762
05/09/2023,House,"Queensway, London",5,5633,1300,Ministers Group,Bayswater,020 3870 3277
04/09/2023,Apartment,"Clarence Way, London",4,4247,980,Barnard Marcus Lettings,Covent Garden Lettings,020 3869 5311
04/09/2023,Flat,"Gibson Square, Angel N1",1,1751,404,Black Katz,Islington,020 3835 3598
04/09/2023,Detached House,"Cricket Green, Hartley Wintney, Hook, Hampshire, Rg27",2,1995,460,Mackenzie Smith,Fleet,01252 221910
04/09/2023,Apartment,"King Street, Twickenham",4,3100,715,Chase Buchanan,Twickenham & Strawberry Hill - Lettings,020 3834 8194
04/09/2023,Terraced House,Calvert Road Greenwich London Se10,3,2400,554,Jll,Greenwich,020 3840 3562
04/09/2023,Apartment,"Merino Gardens, Wapping, London",2,4600,1062,Albert Grace,North Harrow,020 3835 5254
04/09/2023,Apartment,"Holloway Road, London, N19",2,5500,1269,Oakwood Estates,West Drayton,01895 541906
04/09/2023,Apartment,"Station Approach, Hayes, Middlesex, Ub3",1,1650,381,Celestial Globe,Westminster,020 7583 3111
04/09/2023,Detached House,Emerald Square Putney London Sw15,4,3850,888,London Capital Homes,London,020 3840 3969
05/09/2023,Flat,"Fulham Road, London, Sw3",1,3900,900,Breteuil,London,020 3909 6762
05/09/2023,House,"Queensway, London",5,5633,1300,Ministers Group,Bayswater,020 3870 3277
04/09/2023,Apartment,"Clarence Way, London",4,4247,980,Barnard Marcus Lettings,Covent Garden Lettings,020 3869 5311
04/09/2023,Flat,"Gibson Square, Angel N1",1,1751,404,Black Katz,Islington,020 3835 3598
04/09/2023,Detached House,"Cricket Green, Hartley Wintney, Hook, Hampshire, Rg27",2,1995,460,Mackenzie Smith,Fleet,01252 221910
04/09/2023,Apartment,"King Street, Twickenham",4,3100,715,Chase Buchanan,Twickenham & Strawberry Hill - Lettings,020 3834 8194
04/09/2023,Terraced House,Calvert Road Greenwich London Se10,3,2400,554,Jll,Greenwich,020 3840 3562
04/09/2023,Apartment,"Merino Gardens, Wapping, London",2,4600,1062,Albert Grace,North Harrow,020 3835 5254
04/09/2023,Apartment,"Holloway Road, London, N19",2,5500,1269,Oakwood Estates,West Drayton,01895 541906
04/09/2023,Private Halls,Avon Way House Standard Studio Apartment,1,745,172,Beyond The Box Student Limited,Avon Way House,01206 586142
04/09/2023,Apartment,"Station Approach, Hayes, Middlesex, Ub3",1,1650,381,Celestial Globe,Westminster,020 7583 3111
04/09/2023,Detached House,Emerald Square Putney London Sw15,4,3850,888,London Capital Homes,London,020 3840 3969
04/09/2023,Maisonette,"Stanhope Street, Regent'S Park, Nw1",4,3995,922,Uni Living London,London,020 3909 3849
04/09/2023,House Share,"Venus Road, Woolwich Dockyard, London Se18 5Qq",1,675,156,Greens,London - Lettings,020 3909 6787
02/09/2023,Apartment,Glenbuck Road Surbiton Kt6,3,2250,519,Century 21 Royale,Kingston Upon Thames,020 3907 3420
02/09/2023,Apartment,"Devonshire House, Bath Terrace, London, Se1",3,3293,760,Residential Realtors,London,020 3834 8384
02/09/2023,Apartment,"Florence Road, Brighton",3,2750,635,W Welch Estate Agents,Worthing,01903 898000
02/09/2023,Flat,"Castleford Court, Henderson Drive, Nw8",3,2995,691,Uni Living London,London,020 3909 3849
01/09/2023,Apartment,"Logan Place, London, W8 6Qn, Uk",2,5120,1182,Blueground Furnished Apartments Uk Ltd,London,020 3319 6480
01/09/2023,House,"Addison Gardens, Surbiton, Surrey, Kt5",1,1304,301,Ukmate,London,020 3984 8345
20/07/2023,Apartment,"Fulham Road, Chelsea",2,4767,1100,Hanley Estates Ltd,London,020 3840 3830
01/09/2023,Flat,"Bramah Road, London, Sw9",2,2860,660,Ukmate,London,020 3984 8345
01/09/2023,Apartment,"Heygate Street, London, Se17",2,4117,950,Ukmate,London,020 3984 8345
01/09/2023,Apartment,"Bezier Apartments, 91 City Road, Old Street, Shoreditch, London, Ec1Y",2,4550,1050,Relocate-Me.Co.Uk,London,020 3872 5280
01/09/2023,Flat,Kingsway - P1641,2,1400,323,Houseen Lettings & Property Services,Hove,020 3840 3525
01/09/2023,House Share,"Broomfield, Guildford",1,800,185,Kings Estates,Guildford,01483 967900
01/09/2023,House Share,"Broomfield, Guildford",1,800,185,Kings Estates,Guildford,01483 967900
01/09/2023,Flat,"Ablett Street, London, Se16",5,5464,1261,Ukmate,London,020 3984 8345
01/09/2023,Flat,"Southlea Road, Datchet, Sl3",3,2000,462,Oakwood Estates,Datchet,01753 387396
01/09/2023,Flat,"Wellington Road, St Johns Wood, London, Nw8",2,3337,770,Pmp International,Finchley Road,020 3834 8121
01/09/2023,Flat,"Chertsey Street, Guildford",1,1330,307,Kings Estates,Guildford,01483 967900
01/09/2023,Terraced House,"Cholmeley Road, Reading, Rg1 3Lr",5,3000,692,Space,Reading,0118 966 6660
01/09/2023,Apartment,"Lawrence House, City Road, Clerkenwell, London, Ec1V",1,2600,600,Victorstone,City Road,020 3834 7921
01/09/2023,Apartment,1 Blackfriars Road,2,7500,1731,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
01/09/2023,Flat,"Russell Square, City Centre, Brighton, Bn1",2,1695,391,Belvoir -  Brighton And Hove,Brighton,01273 109702
31/08/2023,Apartment,"Heatherden House, 124 Pinewood Green, Iver Heath, Sl0",1,1050,242,Hilton King & Locke,Farnham Common,01753 362500
